country,continent,income_level,counterpart_area
Brazil,America,Upper middle income,International Fund for Agricultural Development
Brazil,America,Upper middle income,Ireland
Brazil,America,Upper middle income,Israel
Brazil,America,Upper middle income,Italy
Brazil,America,Upper middle income,Japan
Brazil,America,Upper middle income,Luxembourg
Brazil,America,Upper middle income,Montreal Protocol Fund
Brazil,America,Upper middle income,Multiple Lenders
Brazil,America,Upper middle income,Netherlands
Brazil,America,Upper middle income,New Zealand
Brazil,America,Upper middle income,Norway
Brazil,America,Upper middle income,Panama
Brazil,America,Upper middle income,Paraguay
Brazil,America,Upper middle income,Poland
Brazil,America,Upper middle income,Portugal
Brazil,America,Upper middle income,Russia
Brazil,America,Upper middle income,Singapore
Brazil,America,Upper middle income,Spain
Brazil,America,Upper middle income,Sweden
Brazil,America,Upper middle income,Switzerland
Brazil,America,Upper middle income,UN Development Programme
Brazil,America,Upper middle income,UN Population Fund
Brazil,America,Upper middle income,UNICEF
Brazil,America,Upper middle income,United Kingdom
Brazil,America,Upper middle income,United States
Brazil,America,Upper middle income,Uruguay
Brazil,America,Upper middle income,Venezuela
Brazil,America,Upper middle income,WB International Bank for Reconstruction and Development
British Virgin Islands,America,High income,Canada
British Virgin Islands,America,High income,EU Institutions
British Virgin Islands,America,High income,United Kingdom
British Virgin Islands,America,High income,United States
Brunei Darussalam,Asia,High income,Australia
Brunei Darussalam,Asia,High income,France
Brunei Darussalam,Asia,High income,Germany
Brunei Darussalam,Asia,High income,Japan
Brunei Darussalam,Asia,High income,South Korea
Brunei Darussalam,Asia,High income,United Kingdom
Bulgaria,Europe,Upper middle income,Austria
Bulgaria,Europe,Upper middle income,Belgium
Bulgaria,Europe,Upper middle income,Bondholders
Bulgaria,Europe,Upper middle income,Canada
Bulgaria,Europe,Upper middle income,Council of Europe
Bulgaria,Europe,Upper middle income,Denmark
Bulgaria,Europe,Upper middle income,European Bank for Reconstruction and Development
Bulgaria,Europe,Upper middle income,European Development Fund
Bulgaria,Europe,Upper middle income,European Economic Community
Bulgaria,Europe,Upper middle income,European Investment Bank
Bulgaria,Europe,Upper middle income,Finland
Bulgaria,Europe,Upper middle income,France
Bulgaria,Europe,Upper middle income,Germany
Bulgaria,Europe,Upper middle income,Italy
Bulgaria,Europe,Upper middle income,Japan
Bulgaria,Europe,Upper middle income,Multiple Lenders
Bulgaria,Europe,Upper middle income,Netherlands
Bulgaria,Europe,Upper middle income,Norway
Bulgaria,Europe,Upper middle income,Spain
Bulgaria,Europe,Upper middle income,Sweden
Bulgaria,Europe,Upper middle income,Switzerland
Bulgaria,Europe,Upper middle income,United Kingdom
Bulgaria,Europe,Upper middle income,United States
Bulgaria,Europe,Upper middle income,WB International Bank for Reconstruction and Development
Burkina Faso,Africa,Low income,African Development Bank
Burkina Faso,Africa,Low income,African Development Fund
Burkina Faso,Africa,Low income,Algeria
Burkina Faso,Africa,Low income,Arab Bank for Economic Development in Africa
Burkina Faso,Africa,Low income,Austria
Burkina Faso,Africa,Low income,Belgium
Burkina Faso,Africa,Low income,Canada
Burkina Faso,Africa,Low income,China
Burkina Faso,Africa,Low income,Cote d'Ivoire
Burkina Faso,Africa,Low income,Denmark
Burkina Faso,Africa,Low income,Development Bank of the Central African States
Burkina Faso,Africa,Low income,EU Institutions
Burkina Faso,Africa,Low income,Economic Community of West African States
Burkina Faso,Africa,Low income,Entente Council
Burkina Faso,Africa,Low income,European Development Fund
Burkina Faso,Africa,Low income,European Investment Bank
Burkina Faso,Africa,Low income,Finland
Burkina Faso,Africa,Low income,France
Burkina Faso,Africa,Low income,Germany
Burkina Faso,Africa,Low income,International Fund for Agricultural Development
Burkina Faso,Africa,Low income,International Monetary Fund
Burkina Faso,Africa,Low income,Ireland
Burkina Faso,Africa,Low income,Islamic Development Bank
Burkina Faso,Africa,Low income,Israel
Burkina Faso,Africa,Low income,Italy
Burkina Faso,Africa,Low income,Japan
Burkina Faso,Africa,Low income,Kuwait
Burkina Faso,Africa,Low income,Luxembourg
Burkina Faso,Africa,Low income,Netherlands
Burkina Faso,Africa,Low income,Norway
Burkina Faso,Africa,Low income,OPEC Fund for International Development
Burkina Faso,Africa,Low income,Russia
Burkina Faso,Africa,Low income,Saudi Arabia
Burkina Faso,Africa,Low income,South Korea
Burkina Faso,Africa,Low income,Spain
Burkina Faso,Africa,Low income,Sweden
Burkina Faso,Africa,Low income,Switzerland
Burkina Faso,Africa,Low income,UN Development Programme
Burkina Faso,Africa,Low income,UN High Commissioner for Refugees
Burkina Faso,Africa,Low income,UN Population Fund
Burkina Faso,Africa,Low income,UN World Food Programme
Burkina Faso,Africa,Low income,UNICEF
Burkina Faso,Africa,Low income,United Arab Emirates
Burkina Faso,Africa,Low income,United Kingdom
Burkina Faso,Africa,Low income,United States
Burkina Faso,Africa,Low income,WB International Development Association
Burkina Faso,Africa,Low income,West African Development Bank
Burundi,Africa,Low income,African Development Bank
Burundi,Africa,Low income,African Development Fund
Burundi,Africa,Low income,Austria
Burundi,Africa,Low income,Belgium
Burundi,Africa,Low income,Canada
Burundi,Africa,Low income,EU Institutions
Burundi,Africa,Low income,Finland
Burundi,Africa,Low income,France
Burundi,Africa,Low income,Germany
Burundi,Africa,Low income,Global Environment Facility
Burundi,Africa,Low income,Greece
Burundi,Africa,Low income,International Fund for Agricultural Development
Burundi,Africa,Low income,Ireland
Burundi,Africa,Low income,Israel
Burundi,Africa,Low income,Italy
Burundi,Africa,Low income,Japan
Burundi,Africa,Low income,Luxembourg
Burundi,Africa,Low income,Netherlands
Burundi,Africa,Low income,Norway
Burundi,Africa,Low income,OPEC Fund for International Development
Burundi,Africa,Low income,South Korea
Burundi,Africa,Low income,Spain
Burundi,Africa,Low income,Sweden
Burundi,Africa,Low income,Switzerland
Burundi,Africa,Low income,UN Development Programme
Burundi,Africa,Low income,UN High Commissioner for Refugees
Burundi,Africa,Low income,UN Population Fund
Burundi,Africa,Low income,UN World Food Programme
Burundi,Africa,Low income,UNICEF
Burundi,Africa,Low income,United Kingdom
Burundi,Africa,Low income,United States
Burundi,Africa,Low income,WB International Development Association
Cabo Verde,Africa,Lower middle income,African Development Bank
Cabo Verde,Africa,Lower middle income,African Development Fund
Cabo Verde,Africa,Lower middle income,Arab Bank for Economic Development in Africa
Cabo Verde,Africa,Lower middle income,Arab League
Cabo Verde,Africa,Lower middle income,Austria
Cabo Verde,Africa,Lower middle income,Belgium
Cabo Verde,Africa,Lower middle income,Canada
Cabo Verde,Africa,Lower middle income,Denmark
Cabo Verde,Africa,Lower middle income,EU Institutions
Cabo Verde,Africa,Lower middle income,European Investment Bank
Cabo Verde,Africa,Lower middle income,France
Cabo Verde,Africa,Lower middle income,Germany
Cabo Verde,Africa,Lower middle income,Global Environment Facility
Cabo Verde,Africa,Lower middle income,International Fund for Agricultural Development
Cabo Verde,Africa,Lower middle income,Israel
Cabo Verde,Africa,Lower middle income,Italy
Cabo Verde,Africa,Lower middle income,Japan
Cabo Verde,Africa,Lower middle income,Kuwait
Cabo Verde,Africa,Lower middle income,Luxembourg
Cabo Verde,Africa,Lower middle income,Netherlands
Cabo Verde,Africa,Lower middle income,Nordic Development Fund
Cabo Verde,Africa,Lower middle income,Norway
Cabo Verde,Africa,Lower middle income,OPEC Fund for International Development
Cabo Verde,Africa,Lower middle income,Portugal
Cabo Verde,Africa,Lower middle income,Saudi Arabia
Cabo Verde,Africa,Lower middle income,South Korea
Cabo Verde,Africa,Lower middle income,Spain
Cabo Verde,Africa,Lower middle income,Sweden
Cabo Verde,Africa,Lower middle income,Switzerland
Cabo Verde,Africa,Lower middle income,UN Development Programme
Cabo Verde,Africa,Lower middle income,UN Population Fund
Cabo Verde,Africa,Lower middle income,UN World Food Programme
Cabo Verde,Africa,Lower middle income,UNICEF
Cabo Verde,Africa,Lower middle income,United Arab Emirates
Cabo Verde,Africa,Lower middle income,United Kingdom
Cabo Verde,Africa,Lower middle income,United States
Cabo Verde,Africa,Lower middle income,WB International Development Association
Cambodia,Asia,Lower middle income,Asian Development Bank
Cambodia,Asia,Lower middle income,Australia
Cambodia,Asia,Lower middle income,Austria
Cambodia,Asia,Lower middle income,Belgium
Cambodia,Asia,Lower middle income,Canada
Cambodia,Asia,Lower middle income,Denmark
Cambodia,Asia,Lower middle income,EU Institutions
Cambodia,Asia,Lower middle income,Finland
Cambodia,Asia,Lower middle income,France
Cambodia,Asia,Lower middle income,Germany
Cambodia,Asia,Lower middle income,Global Environment Facility
Cambodia,Asia,Lower middle income,International Fund for Agricultural Development
Cambodia,Asia,Lower middle income,Ireland
Cambodia,Asia,Lower middle income,Israel
Cambodia,Asia,Lower middle income,Italy
Cambodia,Asia,Lower middle income,Japan
Cambodia,Asia,Lower middle income,Luxembourg
Cambodia,Asia,Lower middle income,Malaysia
Cambodia,Asia,Lower middle income,Netherlands
Cambodia,Asia,Lower middle income,New Zealand
Cambodia,Asia,Lower middle income,Norway
Cambodia,Asia,Lower middle income,OPEC Fund for International Development
Cambodia,Asia,Lower middle income,Poland
Cambodia,Asia,Lower middle income,South Korea
Cambodia,Asia,Lower middle income,Spain
Cambodia,Asia,Lower middle income,Sweden
Cambodia,Asia,Lower middle income,Switzerland
Cambodia,Asia,Lower middle income,UN Development Programme
Cambodia,Asia,Lower middle income,UN High Commissioner for Refugees
Cambodia,Asia,Lower middle income,UN Population Fund
Cambodia,Asia,Lower middle income,UN World Food Programme
Cambodia,Asia,Lower middle income,UNICEF
Cambodia,Asia,Lower middle income,United Kingdom
Cambodia,Asia,Lower middle income,United States
Cambodia,Asia,Lower middle income,WB International Development Association
Cameroon,Africa,Lower middle income,African Development Bank
Cameroon,Africa,Lower middle income,African Development Fund
Cameroon,Africa,Lower middle income,Algeria
Cameroon,Africa,Lower middle income,Arab Bank for Economic Development in Africa
Cameroon,Africa,Lower middle income,Austria
Cameroon,Africa,Lower middle income,Belgium
Cameroon,Africa,Lower middle income,Canada
Cameroon,Africa,Lower middle income,China
Cameroon,Africa,Lower middle income,Denmark
Cameroon,Africa,Lower middle income,Development Bank of the Central African States
Cameroon,Africa,Lower middle income,EU Institutions
Cameroon,Africa,Lower middle income,European Development Fund
Cameroon,Africa,Lower middle income,European Investment Bank
Cameroon,Africa,Lower middle income,Finland
Cameroon,Africa,Lower middle income,France
Cameroon,Africa,Lower middle income,Germany
Cameroon,Africa,Lower middle income,Global Environment Facility
Cameroon,Africa,Lower middle income,Greece
Cameroon,Africa,Lower middle income,International Fund for Agricultural Development
Cameroon,Africa,Lower middle income,International Monetary Fund
Cameroon,Africa,Lower middle income,Ireland
Cameroon,Africa,Lower middle income,Islamic Development Bank
Cameroon,Africa,Lower middle income,Israel
Cameroon,Africa,Lower middle income,Italy
Cameroon,Africa,Lower middle income,Japan
Cameroon,Africa,Lower middle income,Kuwait
Cameroon,Africa,Lower middle income,Luxembourg
Cameroon,Africa,Lower middle income,Multiple Lenders
Cameroon,Africa,Lower middle income,Netherlands
Cameroon,Africa,Lower middle income,New Zealand
Cameroon,Africa,Lower middle income,Nordic Investment Bank
Cameroon,Africa,Lower middle income,Norway
Cameroon,Africa,Lower middle income,OPEC Fund for International Development
Cameroon,Africa,Lower middle income,Poland
Cameroon,Africa,Lower middle income,Saudi Arabia
Cameroon,Africa,Lower middle income,South Korea
Cameroon,Africa,Lower middle income,Spain
Cameroon,Africa,Lower middle income,Sweden
Cameroon,Africa,Lower middle income,Switzerland
Cameroon,Africa,Lower middle income,UN Development Programme
Cameroon,Africa,Lower middle income,UN High Commissioner for Refugees
Cameroon,Africa,Lower middle income,UN Population Fund
Cameroon,Africa,Lower middle income,UN World Food Programme
Cameroon,Africa,Lower middle income,UNICEF
Cameroon,Africa,Lower middle income,United Kingdom
Cameroon,Africa,Lower middle income,United States
Cameroon,Africa,Lower middle income,WB International Bank for Reconstruction and Development
Cameroon,Africa,Lower middle income,WB International Development Association
Cayman Islands,America,High income,Canada
Cayman Islands,America,High income,United Kingdom
Central African Republic,Africa,Low income,African Development Fund
Central African Republic,Africa,Low income,Argentina
Central African Republic,Africa,Low income,Austria
Central African Republic,Africa,Low income,Belgium
